assignment_id,description,group_id,due_date
456,Овод снял маску,92,2020-01-09 23:00:00
457,Антон уступил место,92,2020-01-13 23:00:00
458,Колхозницы пахали землю,93,2020-01-16 23:00:00
459,Национальность не имеет значение,93,2020-01-25 23:00:00
460,Порошок имеет пониженное пенообразование,93,2020-01-10 23:00:00
461,Морозильная камера морозит отлично,94,2020-01-15 23:00:00
462,Студент ищет работу,94,2020-01-14 23:00:00
463,Транспортировку осуществляет покупатель,94,2020-01-23 23:00:00
464,Ищем работу Иван и Александр,94,2020-01-13 23:00:00
465,Вася СРОЧНО ищет дом,94,2020-01-22 23:00:00
466,Длина закрывает попу,94,2020-01-07 23:00:00
467,Оборудование роль не играет,94,2020-01-26 23:00:00
468,Объем регулируется липучкой,95,2020-01-01 23:00:00
469,Отпечаток пальца работает отлично,95,2020-01-29 23:00:00
470,Круг разомкнулся мгновенно,95,2020-01-29 23:00:00
471,Сборка оплачивается отдельно,95,2020-01-13 23:00:00
472,Таёжка вышла наружу,96,2020-01-07 23:00:00
473,Резьба имеет стандартную величину,96,2020-01-26 23:00:00
474,Формованная резиновая подошва предотвращает скольжение,96,2020-01-28 23:00:00
475,Фото соответствует полностью,96,2020-01-25 23:00:00
476,Дик покачал головой,96,2020-01-19 23:00:00
477,Маленькое чудо ждет своего хозяина,97,2020-01-08 23:00:00
478,Молодая мама ищет работу на дому,97,2020-01-12 23:00:00
479,Ребенок ходил пару раз,97,2020-01-07 23:00:00
480,Гравилет быстро приближался,97,2020-01-16 23:00:00
481,Родители имеют документы РКФ,97,2020-01-04 23:00:00
482,Мастер выполнит мелкий бытовой ремонт,97,2020-01-02 23:00:00
483,Блузка подчеркивает фигуру,97,2020-01-16 23:00:00
484,Весь ассортимент прошел предпродажную подготовку,98,2020-01-25 23:00:00
485,Мефодий медленно соображал,98,2020-01-11 23:00:00
486,Девочки любят детей,98,2020-01-27 23:00:00
487,Продолжительность занятия определяется индивидуально,99,2020-01-12 23:00:00
488,Капюшон регулируется бесшумно,99,2020-01-20 23:00:00
489,Шапочка отлично тянется,99,2020-01-04 23:00:00
490,Компьютерщиков теснят мобильщики,99,2020-01-05 23:00:00
491,Пушок хорошо сходит,99,2020-01-29 23:00:00
492,Инженер махнул рукой,99,2020-01-27 23:00:00
493,Коробка переключает мягко,100,2020-01-27 23:00:00
494,Щенок имеет клеймо и ветпаспорт,100,2020-01-15 23:00:00
495,Батарейка менялась недавно,100,2020-01-14 23:00:00
496,Чиновник весело усмехался,100,2020-01-20 23:00:00
497,Женщина обманула пророка,100,2020-01-07 23:00:00
498,Ветерок уносил туман,100,2020-01-22 23:00:00
499,Работники всегда страдают,100,2020-01-11 23:00:00
