assignment_id,description,group_id,due_date
461,Коньки одевал мальчик,93,2020-01-10 23:00:00
462,Работы оформляются договором,94,2020-01-04 23:00:00
463,Друзья пошли дальше,94,2020-01-10 23:00:00
464,Родители имеют родосл,94,2020-01-07 23:00:00
465,Берег отлично простреливался,94,2020-01-01 23:00:00
466,Лямка сверху регулируется,94,2020-01-24 23:00:00
467,Эта серия красиво подчеркивает фигуру,94,2020-01-07 23:00:00
468,Белочка проглотила слюну,95,2020-01-01 23:00:00
469,Рядом проживают хорошие соседи,95,2020-01-11 23:00:00
470,Размер регулируется замками,95,2020-01-25 23:00:00
471,Фроська дернула плечом,96,2020-01-21 23:00:00
472,Плащ имеет тигровые вставки,96,2020-01-12 23:00:00
473,Специальная спинка гарантирует правильную осанку,96,2020-01-06 23:00:00
474,Мальчишка пристроился неподалеку,96,2020-01-02 23:00:00
475,Сушка производится подогретым воздухом,96,2020-01-10 23:00:00
476,Размер регулируется кулиской,96,2020-01-17 23:00:00
477,Будущее не знает пощады,96,2020-01-21 23:00:00
478,Малыши имеют хорошие корни,97,2020-01-16 23:00:00
479,Обучение проходит индивидуально,97,2020-01-29 23:00:00
480,Ребята невольно вздрогнули,97,2020-01-14 23:00:00
481,Юля молча кивнула,97,2020-01-17 23:00:00
482,Человечки одобрительно загудели,97,2020-01-23 23:00:00
483,Душа покинула город,97,2020-01-27 23:00:00
484,Аниска отвела глаза,98,2020-01-06 23:00:00
485,Тодик испуганно замолчал,98,2020-01-02 23:00:00
486,Рог является кнопкой,98,2020-01-24 23:00:00
487,Длина ремня регулируется пряжкой,98,2020-01-20 23:00:00
488,Фермерское хозяйство реализует молочную продукцию,98,2020-01-10 23:00:00
489,Эрн снова услышал шум,98,2020-01-19 23:00:00
490,Очаровательная кошечка ищет хозяев,99,2020-01-25 23:00:00
491,Масла меняли недавно,99,2020-01-11 23:00:00
492,Стойка не требует креплений,99,2020-01-26 23:00:00
493,Мальчики обладают прекрасными породными данными,99,2020-01-02 23:00:00
494,Изделие сопровождает сертификат идентичности,99,2020-01-24 23:00:00
495,Кошки ищут хозяина,100,2020-01-29 23:00:00
496,Колеса отъездили пол сезона,100,2020-01-23 23:00:00
497,Техника прошла обязательную предпродажную подготовку,100,2020-01-14 23:00:00
498,Лягушонок думал долго,100,2020-01-18 23:00:00
499,Грузчики предоставляются бесплатно,100,2020-01-09 23:00:00
500,Липучки хорошо держат ножку,100,2020-01-04 23:00:00
501,Рядом проезжает 77маршрутка,100,2020-01-13 23:00:00
