task_id,assignment_id,description
934,373,что отлично тянется?
935,374,как джойстики работают?
936,374,работает что отлично?
937,375,полуоткрыл что Башкин?
938,375,что полуоткрыл Башкин?
939,376,что великолепно смотрится?
940,376,смотрится великолепно что?
941,376,великолепно что смотрится?
942,376,великолепно смотрится что?
943,377,поразмыслило что немного?
944,378,встал кто рано?
945,378,рано кто встал?
946,378,рано встал кто?
947,379,Башкин остановил что?
948,379,остановил что Башкин?
949,379,что остановил Башкин?
950,380,что дальше побежало?
951,381,имеет племенную ценность кто?
952,382,Эрн что услышал?
953,382,услышал Эрн что?
954,382,что Эрн услышал?
955,382,что услышал Эрн?
956,383,кто задумавшись идет?
957,383,идет кто задумавшись?
958,383,идет задумавшись кто?
959,384,что отдельно продается?
960,384,отдельно что продается?
961,385,машина имеет что?
962,385,имеет что машина?
963,385,что повреждения имеет?
964,385,имеет повреждения что?
965,386,какой комплект продается?
966,386,продается какой комплект?
967,387,Мишутка нарисовал что?
968,387,нарисовал что Мишутка?
969,387,нарисовал кто рисунок?
970,388,возраст имеет значение?
971,389,ищут кого милые котята?
972,390,кто обернулся нехотя?
973,390,кто нехотя обернулся?
974,391,какая часть имеет потертости?
975,391,имеет потертости какая часть?
976,391,имеет что потертости?
977,392,уровень льда как поддерживается?
978,392,как уровень льда поддерживается?
979,392,как поддерживается уровень льда?
980,392,автоматически поддерживается что?
981,393,индивидуально оговариваются какие породы?
982,393,что оговаривается индивидуально?
983,393,оговаривается что индивидуально?
984,393,индивидуально что оговаривается?
985,394,продается рубашка как?
986,394,что продается отдельно?
987,395,курил как Мракобесов?
988,395,курил Мракобесов как?
989,395,курил кто молча?
990,396,тоненькие лямочки прилагаются как?
991,396,прилагаются отдельно какие лямочки?
992,396,отдельно прилагается что?
993,397,компания что предоставляет?
994,397,предоставляет что компания?
995,397,что предоставляет компания?
996,397,предоставляет машину что?
997,398,что Гера выключил?
998,399,продается что отдельно?
999,399,отдельно что продается?
1000,400,отлично какой интерьер дополнит?
1001,400,что отлично дополнит?
1002,400,дополнит отлично что?
1003,401,раздатка коробка работает как?
1004,401,работает раздатка коробка как?
1005,401,как раздатка коробка работает?
1006,401,что работает хорошо?
1007,402,что круглосуточно принимается?
1008,402,принимается круглосуточно что?
1009,403,требует квартира вложение?
1010,403,вложение квартира требует?
1011,404,подмигнул Снабби кому?
1012,404,кто подмигнул друзьям?
1013,404,друзьям подмигнул кто?
1014,405,оборвал что Янкель?
1015,405,что песню оборвало?
1016,405,оборвало песню что?
1017,405,песню что оборвало?
1018,406,Тиктин насупил что?
1019,406,что насупил Тиктин?
1020,407,подработку ищет какой электрик?
1021,407,ищет что квалифицированный электрик?
1022,407,квалифицированный электрик ищет что?
1023,408,как держит батарея?
1024,408,долго что держит?
1025,409,пчелы одержали что?
1026,409,одержали пчелы что?
1027,409,кто победу одержал?
1028,410,как работает телефон?
1029,410,как телефон работает?
1030,410,телефон как работает?
1031,410,работает хорошо что?
1032,411,что декоративный фигурный борт имеет?
1033,411,декоративный фигурный борт имеет что?
1034,412,оформили соседи что?
1035,412,что оформили соседи?
1036,412,кто прописку оформил?
1037,413,продается резина как?
1038,413,резина как продается?
1039,413,резина продается как?
1040,413,продается что отдельно?
1041,414,живут люди где?
1042,414,кто живет рядом?
1043,415,что вывинтила мама?
1044,415,кто лампочку вывинтил?
1045,415,вывинтил кто лампочку?
1046,415,лампочку вывинтил кто?
1047,416,обговаривается индивидуально что?
1048,417,чем Таёжка помотала?
1049,418,стразы Сваровски чем горят?
1050,418,что огнем горит?
1051,419,возьмет собственник кого?
1052,419,возьмет семью или студентов кто?
1053,420,есть что рядом?
1054,420,есть где частный детский сад?
1055,420,есть частный детский сад где?
1056,421,что имеют щенки?
1057,421,кто клеймо имеет?
1058,421,клеймо имеет кто?
1059,422,какие услуги строительная бригада предлагает?
1060,422,строительная бригада предлагает что?
1061,422,предлагает строительная бригада что?
1062,422,свои услуги что предлагает?
1063,423,люди приветствуют кого?
1064,423,люди кого приветствуют?
1065,423,приветствуют люди кого?
1066,423,приветствует кто выдумщика?
1067,424,порвал ребёнок что?
1068,424,что порвал ребёнок?
1069,424,кто порвал коробку?
1070,425,необычный цитрусовый шлейф что оставляет?
1071,425,необычный цитрусовый шлейф оставляет что?
1072,426,что ходит очень хорошо?
1073,426,ходит что очень хорошо?
1074,427,повесил инспектор что?
1075,427,повесил что инспектор?
1076,427,кто трубку повесил?
1077,427,трубку повесил кто?
1078,428,тянется хорошо что?
1079,428,хорошо что тянется?
1080,429,застраивается как поселок?
1081,429,что активно застраивается?
1082,430,замотала эра чем?
1083,430,головой что замотало?
1084,431,где встрепенулся Джуниор?
1085,431,Джуниор встрепенулся где?
1086,432,кого опытный котик ищет?
1087,432,ищет кого опытный котик?
1088,433,пояс что украшает?
1089,433,украшает пояс что?
1090,433,что декоративный плетеный ремешок украшает?
1091,434,Марго всплеснула чем?
1092,434,кто всплеснул руками?
1093,435,как работа шла?
1094,435,что шло хорошо?
1095,435,что хорошо шло?
1096,436,папа имеет что?
1097,436,какой титул папа имеет?
1098,436,папа какой титул имеет?
1099,436,папа имеет какой титул?
1100,437,кабель питания покупается как?
1101,437,покупается как кабель питания?
1102,437,что отдельно покупается?
1103,437,покупается что отдельно?
1104,438,что внешне есть?
1105,438,что есть внешне?
1106,438,есть что внешне?
1107,438,есть внешне что?
1108,439,кто домой отправился?
1109,440,что ищет мастер?
1110,441,леший что задрал?
1111,442,студентка ищу что?
1112,442,кто ищу работу?
1113,442,ищу кто работу?
1114,443,Алимджан покачал чем?
1115,443,покачал Алимджан чем?
1116,443,чем Алимджан покачал?
1117,444,что ищу девушка?
1118,444,кто ищу работу?
1119,444,кто работу ищу?
1120,444,ищу кто работу?
1121,445,как мама ответила?
1122,445,мама ответила как?
1123,445,плохо ответил кто?
1124,446,как девочка подчинилась?
1125,447,переглянулись динозавры как?
1126,447,динозавры как переглянулись?
1127,447,переглянулся растерянно кто?
1128,447,растерянно кто переглянулся?
1129,448,чем манжеты обладают?
1130,448,дополнительной вентиляцией обладает что?
1131,448,обладает дополнительной вентиляцией что?
1132,448,что обладает дополнительной вентиляцией?
1133,449,выполнит что бригада?
1134,449,что бригада выполнит?
1135,449,выполнит что любые строительные работы?
1136,450,какие слоники сладкие угощения ищут?
1137,451,невольно засмеялся кто?
1138,452,проверку какая незамерзайка проходит?
1139,452,что проходит наша незамерзайка?
1140,452,проходит что наша незамерзайка?
1141,452,кто проверку проходит?
1142,453,переносят наши холодные зимы как?
1143,454,кто носом задергал?
1144,455,чем цветомузыка обладает?
1145,455,обладает расширенным функционалом что?
1146,455,обладает цветомузыка каким функционалом?
1147,455,цветомузыка обладает каким функционалом?
1148,456,обнажил Урфин что?
1149,456,что обнажил Урфин?
1150,456,обнажил кто грудь?
1151,457,костюм выдержит что?
1152,457,выдержит что дождь и слякоть?
1153,458,имеет насос что?
1154,458,что имеет дистанционное проводное управление?
1155,458,имеет дистанционное проводное управление что?
1156,459,работает что исправно?
1157,460,работает как плита?
1158,460,плита работает как?
1159,460,что отлично работает?
1160,460,отлично работает что?
1161,461,кого ждет красивая девочка?
1162,461,ждет кто хозяев?
1163,461,ждет хозяев кто?
1164,462,какая крыса мир спасает?
1165,462,спасает мир какая крыса?
1166,462,мир какая крыса спасает?
1167,462,что спасает стальная крыса?
1168,463,что соответствует действительности?
1169,464,пристегивается капюшон чем?
1170,465,только сорвал ребенок что?
1171,465,кто только сорвал бирки?
1172,465,только сорвал кто бирки?
1173,466,залог как оговаривается?
1174,466,залог оговаривается как?
1175,467,что пришло позднее?
1176,468,ждет кого опытная кошечка?
1177,468,ждет кто котика?
1178,469,Петя достался кому?
1179,470,что улучшает идеально?
1180,471,где выдают права?
1181,471,выдает что рядом?
1182,471,рядом выдает что?
1183,472,Юрий погасил что?
1184,472,что Юрий погасил?
1185,472,кто погасил папиросу?
1186,472,папиросу погасил кто?
1187,473,Таня что поставила?
1188,473,поставила Таня что?
1189,473,что Таня поставила?
1190,473,кто поставил блюдце?
1191,474,девочка чем обладает?
1192,474,обладает чем девочка?
1193,474,чем обладает девочка?
1194,475,малыш самостоятельно кушает что?
1195,475,что малыш самостоятельно кушает?
1196,475,что самостоятельно кушает малыш?
1197,475,кто корм самостоятельно кушает?
1198,476,люлька что имеет?
1199,476,что люлька имеет?
1200,476,имеет люлька какой каркас?
1201,476,люлька имеет какой каркас?
1202,477,отлично что размывает?
1203,478,подняла что Энн?
1204,479,кто руку поднял?
1205,480,как шрифт менялся?
1206,480,постепенно менялось что?
1207,481,что отлично работает?
1208,482,сжал Джулиан что?
1209,483,Виктор принес что?
1210,483,Виктор что принес?
1211,483,принес кто билет?
1212,484,холин что улучшает?
1213,485,что обновляется постоянно?
1214,485,что постоянно обновляется?
1215,485,постоянно что обновляется?
1216,486,реалистичные звуки что издает?
1217,486,реалистичные звуки издает что?
1218,486,какие звуки издает игрушка?
1219,487,что лисенок задает?
1220,487,кто задает вопросы?
1221,487,задает кто вопросы?
1222,488,ищет невесту какой парень?
1223,488,молодой парень кого ищет?
1224,488,ищет кто невесту?
1225,489,Шмыгалка чем шмыгнул?
1226,489,кто носом шмыгнул?
1227,489,носом кто шмыгнул?
1228,490,ломбард что продает?
1229,490,продает что сотовый телефон?
1230,490,продает ломбард какой телефон?
1231,491,ноги слушаются как?
1232,491,плохо слушается что?
1233,492,подчеркивает корсет что?
1234,493,кто продолжает выставочную карьеру?
1235,494,кто усмехался весело?
1236,494,весело усмехался кто?
1237,495,выдает пьезодатчик что?
1238,495,выдает реалистичное акустическое звучание что?
1239,496,что задрал шустрик?
1240,496,голову задрал кто?
1241,497,Таня как прислушалась?
1242,497,кто прислушался невольно?
1243,497,прислушался кто невольно?
1244,497,невольно кто прислушался?
1245,498,материал обладает чем?
1246,498,хорошей фильтрацией что обладает?
1247,498,что хорошей фильтрацией обладает?
